municipio,ano,cor,populacao
Igarapava,2022,Parda,10558
Igaratá,2022,Parda,3396
Iguape,2022,Parda,12359
Ilhabela,2022,Parda,14163
Ilha Comprida,2022,Parda,4939
Ilha Solteira,2022,Parda,10163
Indaiatuba,2022,Parda,74382
Indiana,2022,Parda,1654
Indiaporã,2022,Parda,1553
Inúbia Paulista,2022,Parda,1433
Ipaussu,2022,Parda,4059
Iperó,2022,Parda,13373
Ipeúna,2022,Parda,2293
Ipiguá,2022,Parda,2149
Iporanga,2022,Parda,2475
Ipuã,2022,Parda,6004
Iracemápolis,2022,Parda,6535
Irapuã,2022,Parda,2045
Irapuru,2022,Parda,2822
Itaberá,2022,Parda,4746
Itaí,2022,Parda,7880
Itajobi,2022,Parda,4164
Itaju,2022,Parda,1108
Itanhaém,2022,Parda,43348
Itaoca,2022,Parda,2152
Itapecerica da Serra,2022,Parda,72130
Itapetininga,2022,Parda,40529
Itapeva,2022,Parda,23841
Itapevi,2022,Parda,116575
Itapira,2022,Parda,16156
Itapirapuã Paulista,2022,Parda,2018
Itápolis,2022,Parda,9559
Itaporanga,2022,Parda,3046
Itapuí,2022,Parda,4216
Itapura,2022,Parda,2174
Itaquaquecetuba,2022,Parda,181280
Itararé,2022,Parda,9877
Itariri,2022,Parda,7216
Itatiba,2022,Parda,35659
Itatinga,2022,Parda,5878
Itirapina,2022,Parda,5448
Itirapuã,2022,Parda,2285
Itobi,2022,Parda,2705
Itu,2022,Parda,51327
Itupeva,2022,Parda,25893
Ituverava,2022,Parda,12536
Jaborandi,2022,Parda,2402
Jaboticabal,2022,Parda,19692
Jacareí,2022,Parda,68403
Jaci,2022,Parda,2498
Jacupiranga,2022,Parda,7128
Jaguariúna,2022,Parda,17539
Jales,2022,Parda,12453
Jambeiro,2022,Parda,1821
Jandira,2022,Parda,50393
Jardinópolis,2022,Parda,15611
Jarinu,2022,Parda,14682
Jaú,2022,Parda,30159
Jeriquara,2022,Parda,1672
Joanópolis,2022,Parda,3393
João Ramalho,2022,Parda,1746
José Bonifácio,2022,Parda,10005
Júlio Mesquita,2022,Parda,2184
Jumirim,2022,Parda,895
Jundiaí,2022,Parda,104824
Junqueirópolis,2022,Parda,7491
Juquiá,2022,Parda,8081
Juquitiba,2022,Parda,10386
Lagoinha,2022,Parda,1244
Laranjal Paulista,2022,Parda,6841
Lavínia,2022,Parda,4018
Lavrinhas,2022,Parda,2303
Leme,2022,Parda,28562
Lençóis Paulista,2022,Parda,18564
Limeira,2022,Parda,80503
Lindóia,2022,Parda,1555
Lins,2022,Parda,24549
Lorena,2022,Parda,25484
Lourdes,2022,Parda,604
Louveira,2022,Parda,20356
Lucélia,2022,Parda,7171
Lucianópolis,2022,Parda,832
Luís Antônio,2022,Parda,5068
Luiziânia,2022,Parda,2198
Lupércio,2022,Parda,1742
Lutécia,2022,Parda,1039
Macatuba,2022,Parda,5561
Macaubal,2022,Parda,1691
Macedônia,2022,Parda,1229
Magda,2022,Parda,894
Mairinque,2022,Parda,19572
Mairiporã,2022,Parda,34144
Manduri,2022,Parda,2321
Marabá Paulista,2022,Parda,2398
Maracaí,2022,Parda,3922
Marapoama,2022,Parda,717
Mariápolis,2022,Parda,1222
Marília,2022,Parda,75198
Marinópolis,2022,Parda,649
Martinópolis,2022,Parda,9332
Matão,2022,Parda,24456
Mauá,2022,Parda,167697
Mendonça,2022,Parda,1805
Meridiano,2022,Parda,1389
Mesópolis,2022,Parda,683
Miguelópolis,2022,Parda,7606
Mineiros do Tietê,2022,Parda,3295
Miracatu,2022,Parda,8432
Mira Estrela,2022,Parda,950
Mirandópolis,2022,Parda,10357
Mirante do Paranapanema,2022,Parda,7462
Mirassol,2022,Parda,16824
Mirassolândia,2022,Parda,1341
Mococa,2022,Parda,19202
Mogi das Cruzes,2022,Parda,148050
Mogi Guaçu,2022,Parda,34856
Mogi Mirim,2022,Parda,20142
Mombuca,2022,Parda,1332
Monções,2022,Parda,421
Mongaguá,2022,Parda,24334
Monte Alegre do Sul,2022,Parda,1774
Monte Alto,2022,Parda,11107
Monte Aprazível,2022,Parda,6008
Monte Azul Paulista,2022,Parda,4516
Monte Castelo,2022,Parda,1376
Monteiro Lobato,2022,Parda,1178
Monte Mor,2022,Parda,27501
Morro Agudo,2022,Parda,12602
Morungaba,2022,Parda,4595
Motuca,2022,Parda,1550
Murutinga do Sul,2022,Parda,1245
Nantes,2022,Parda,1236
Narandiba,2022,Parda,2882
Natividade da Serra,2022,Parda,1910
Nazaré Paulista,2022,Parda,5591
Neves Paulista,2022,Parda,2311
Nhandeara,2022,Parda,2473
Nipoã,2022,Parda,1839
Nova Aliança,2022,Parda,1692
Nova Campina,2022,Parda,2714
Nova Canaã Paulista,2022,Parda,658
Nova Castilho,2022,Parda,360
Nova Europa,2022,Parda,3601
Nova Granada,2022,Parda,6655
Nova Guataporanga,2022,Parda,595
Nova Independência,2022,Parda,2144
Novais,2022,Parda,1868
Nova Luzitânia,2022,Parda,1093
Nova Odessa,2022,Parda,17500
Novo Horizonte,2022,Parda,9981
Nuporanga,2022,Parda,1933
Ocauçu,2022,Parda,1539
Óleo,2022,Parda,590
Olímpia,2022,Parda,15939
Onda Verde,2022,Parda,1727
Oriente,2022,Parda,2298
Orindiúva,2022,Parda,2439
Orlândia,2022,Parda,13614
Osasco,2022,Parda,275098
Oscar Bressane,2022,Parda,727
Osvaldo Cruz,2022,Parda,10269
Ourinhos,2022,Parda,26806
Ouroeste,2022,Parda,3613
Ouro Verde,2022,Parda,3757
Pacaembu,2022,Parda,6833
Palestina,2022,Parda,4106
Palmares Paulista,2022,Parda,4006
Palmeira d'Oeste,2022,Parda,2476
Palmital,2022,Parda,4058
Panorama,2022,Parda,6427
Paraguaçu Paulista,2022,Parda,15169
Paraibuna,2022,Parda,5134
Paraíso,2022,Parda,1415
Paranapanema,2022,Parda,5828
Paranapuã,2022,Parda,1489
Parapuã,2022,Parda,4080
Pardinho,2022,Parda,2030
Pariquera-Açu,2022,Parda,7854
Parisi,2022,Parda,944
Patrocínio Paulista,2022,Parda,5541
Paulicéia,2022,Parda,3748
Paulínia,2022,Parda,32626
Paulistânia,2022,Parda,686
Paulo de Faria,2022,Parda,2851
Pederneiras,2022,Parda,14265
Pedra Bela,2022,Parda,1577
Pedranópolis,2022,Parda,688
Pedregulho,2022,Parda,5358
Pedreira,2022,Parda,12277
Pedrinhas Paulista,2022,Parda,805
Pedro de Toledo,2022,Parda,4411
Penápolis,2022,Parda,17878
Pereira Barreto,2022,Parda,10887
Pereiras,2022,Parda,2419
Peruíbe,2022,Parda,26312
Piacatu,2022,Parda,2247
Piedade,2022,Parda,12521
Pilar do Sul,2022,Parda,7897
Pindamonhangaba,2022,Parda,53685
Pindorama,2022,Parda,3985
Pinhalzinho,2022,Parda,3079
Piquerobi,2022,Parda,1375
Piquete,2022,Parda,3764
Piracaia,2022,Parda,7259
Piracicaba,2022,Parda,115484
Piraju,2022,Parda,5246
Pirajuí,2022,Parda,7139
Pirangi,2022,Parda,2753
Pirapora do Bom Jesus,2022,Parda,8879
Pirapozinho,2022,Parda,10132
Pirassununga,2022,Parda,18899
Piratininga,2022,Parda,3700
Pitangueiras,2022,Parda,13596
Planalto,2022,Parda,1785
Platina,2022,Parda,1010
Poá,2022,Parda,39916
Poloni,2022,Parda,1716
Pompéia,2022,Parda,7428
Pongaí,2022,Parda,704
Pontal,2022,Parda,18452
Pontalinda,2022,Parda,1770
Pontes Gestal,2022,Parda,829
Populina,2022,Parda,1381
Porangaba,2022,Parda,2682
Porto Feliz,2022,Parda,15925
Porto Ferreira,2022,Parda,16431
Potim,2022,Parda,7816
Potirendaba,2022,Parda,5036
Pracinha,2022,Parda,1270
Pradópolis,2022,Parda,6193
Praia Grande,2022,Parda,133181
Pratânia,2022,Parda,1852
Presidente Alves,2022,Parda,1215
Presidente Bernardes,2022,Parda,4638
Presidente Epitácio,2022,Parda,18004
Presidente Prudente,2022,Parda,71650
Presidente Venceslau,2022,Parda,13075
Promissão,2022,Parda,12348
Quadra,2022,Parda,949
Quatá,2022,Parda,5502
Queiroz,2022,Parda,1785
Queluz,2022,Parda,3291
Quintana,2022,Parda,2815
Rafard,2022,Parda,2482
Rancharia,2022,Parda,10301
Redenção da Serra,2022,Parda,1286
Regente Feijó,2022,Parda,7150
Reginópolis,2022,Parda,2549
Registro,2022,Parda,22977
Restinga,2022,Parda,2545
Ribeira,2022,Parda,1619
Ribeirão Bonito,2022,Parda,4236
Ribeirão Branco,2022,Parda,6660
Ribeirão Corrente,2022,Parda,1972
Ribeirão do Sul,2022,Parda,968
Ribeirão dos Índios,2022,Parda,736
Ribeirão Grande,2022,Parda,2029
Ribeirão Pires,2022,Parda,40382
Ribeirão Preto,2022,Parda,191693
Riversul,2022,Parda,1597
Rifaina,2022,Parda,1240
Rincão,2022,Parda,3342
Rinópolis,2022,Parda,3565
Rio Claro,2022,Parda,50989
Rio das Pedras,2022,Parda,11373
Rio Grande da Serra,2022,Parda,20290
Riolândia,2022,Parda,4985
Rosana,2022,Parda,8429
Roseira,2022,Parda,4006
Rubiácea,2022,Parda,1205
Rubinéia,2022,Parda,1408
Sabino,2022,Parda,1751
Sagres,2022,Parda,1200
Sales,2022,Parda,1906
Sales Oliveira,2022,Parda,2747
Salesópolis,2022,Parda,3327
Salmourão,2022,Parda,2482
Saltinho,2022,Parda,1506
Salto,2022,Parda,39605
Salto de Pirapora,2022,Parda,13164
Salto Grande,2022,Parda,2659
Sandovalina,2022,Parda,1896
Santa Adélia,2022,Parda,3958
Santa Albertina,2022,Parda,2053
Santa Bárbara d'Oeste,2022,Parda,52531
Santa Branca,2022,Parda,4098
Santa Clara d'Oeste,2022,Parda,930
Santa Cruz da Conceição,2022,Parda,776
Santa Cruz da Esperança,2022,Parda,625
Santa Cruz das Palmeiras,2022,Parda,10842
Santa Cruz do Rio Pardo,2022,Parda,10311
Santa Ernestina,2022,Parda,2794
Santa Fé do Sul,2022,Parda,9861
Santa Gertrudes,2022,Parda,8488
Santa Isabel,2022,Parda,16873
Santa Lúcia,2022,Parda,2614
Santa Maria da Serra,2022,Parda,1944
Santa Mercedes,2022,Parda,1208
Santana da Ponte Pensa,2022,Parda,416
Santana de Parnaíba,2022,Parda,56579
Santa Rita d'Oeste,2022,Parda,598
Santa Rita do Passa Quatro,2022,Parda,5688
Santa Rosa de Viterbo,2022,Parda,7894
Santa Salete,2022,Parda,336
Santo Anastácio,2022,Parda,5876
Santo André,2022,Parda,202332
Santo Antônio da Alegria,2022,Parda,2073
Santo Antônio de Posse,2022,Parda,7761
Santo Antônio do Aracanguá,2022,Parda,4055
Santo Antônio do Jardim,2022,Parda,1307
Santo Antônio do Pinhal,2022,Parda,1197
Santo Expedito,2022,Parda,1330
Santópolis do Aguapeí,2022,Parda,1857
Santos,2022,Parda,103273
São Bento do Sapucaí,2022,Parda,2065
São Bernardo do Campo,2022,Parda,261363
São Caetano do Sul,2022,Parda,24631
São Carlos,2022,Parda,63589
São Francisco,2022,Parda,710
São João da Boa Vista,2022,Parda,18040
São João das Duas Pontes,2022,Parda,1032
São João de Iracema,2022,Parda,846
São João do Pau d'Alho,2022,Parda,640
São Joaquim da Barra,2022,Parda,16959
São José da Bela Vista,2022,Parda,3117
São José do Barreiro,2022,Parda,1264
São José do Rio Pardo,2022,Parda,13584
São José do Rio Preto,2022,Parda,123316
São José dos Campos,2022,Parda,181647
São Lourenço da Serra,2022,Parda,6100
São Luiz do Paraitinga,2022,Parda,2312
São Manuel,2022,Parda,10558
São Miguel Arcanjo,2022,Parda,9067
São Paulo,2022,Parda,3820326
São Pedro,2022,Parda,9452
São Pedro do Turvo,2022,Parda,1905
São Roque,2022,Parda,25693
São Sebastião,2022,Parda,34443
São Sebastião da Grama,2022,Parda,2655
São Simão,2022,Parda,3815
São Vicente,2022,Parda,140333
Sarapuí,2022,Parda,2786
Sarutaiá,2022,Parda,869
Sebastianópolis do Sul,2022,Parda,872
Serra Azul,2022,Parda,5329
Serrana,2022,Parda,19371
Serra Negra,2022,Parda,5993
Sertãozinho,2022,Parda,50186
Sete Barras,2022,Parda,5984
Severínia,2022,Parda,6383
Silveiras,2022,Parda,1927
Socorro,2022,Parda,6959
Sorocaba,2022,Parda,189652
Sud Mennucci,2022,Parda,3231
Sumaré,2022,Parda,108383
Suzano,2022,Parda,126648
Suzanápolis,2022,Parda,1645
Tabapuã,2022,Parda,3236
Tabatinga,2022,Parda,4868
Taboão da Serra,2022,Parda,109494
Taciba,2022,Parda,2561
Taguaí,2022,Parda,2810
Taiaçu,2022,Parda,1887
Taiúva,2022,Parda,1876
Tambaú,2022,Parda,6751
Tanabi,2022,Parda,7120
Tapiraí,2022,Parda,2776
Tapiratiba,2022,Parda,4060
Taquaral,2022,Parda,866
Taquaritinga,2022,Parda,16588
Taquarituba,2022,Parda,6985
Taquarivaí,2022,Parda,2125
Tarabai,2022,Parda,3085
Tarumã,2022,Parda,5714
Tatuí,2022,Parda,30597
Taubaté,2022,Parda,75966
Tejupá,2022,Parda,1103
Teodoro Sampaio,2022,Parda,10804
Terra Roxa,2022,Parda,2526
Tietê,2022,Parda,9293
Timburi,2022,Parda,522
Torre de Pedra,2022,Parda,460
Torrinha,2022,Parda,2021
Trabiju,2022,Parda,709
Tremembé,2022,Parda,14868
Três Fronteiras,2022,Parda,2188
Tuiuti,2022,Parda,2037
Tupã,2022,Parda,21604
Tupi Paulista,2022,Parda,4363
Turiúba,2022,Parda,456
Turmalina,2022,Parda,351
Ubarana,2022,Parda,2242
Ubatuba,2022,Parda,34925
Ubirajara,2022,Parda,1796
Uchoa,2022,Parda,3004
União Paulista,2022,Parda,568
Urânia,2022,Parda,2615
Uru,2022,Parda,327
Urupês,2022,Parda,3256
Valentim Gentil,2022,Parda,4779
Valinhos,2022,Parda,28051
Valparaíso,2022,Parda,11654
Vargem,2022,Parda,2773
Vargem Grande do Sul,2022,Parda,10439
Vargem Grande Paulista,2022,Parda,17152
Várzea Paulista,2022,Parda,43426
Vera Cruz,2022,Parda,4055
Vinhedo,2022,Parda,19247
Viradouro,2022,Parda,5522
Vista Alegre do Alto,2022,Parda,3244
Vitória Brasil,2022,Parda,642
Votorantim,2022,Parda,33247
Votuporanga,2022,Parda,26340
Zacarias,2022,Parda,940
Chavantes,2022,Parda,3928
Estiva Gerbi,2022,Parda,2829
Adamantina,2010,Indígena,29
Adolfo,2010,Indígena,1
Aguaí,2010,Indígena,34
Águas da Prata,2010,Indígena,5
Águas de Lindóia,2010,Indígena,16
Águas de Santa Bárbara,2010,Indígena,1
Águas de São Pedro,2010,Indígena,0
Agudos,2010,Indígena,14
Alambari,2010,Indígena,0
Alfredo Marcondes,2010,Indígena,3
Altair,2010,Indígena,1
Altinópolis,2010,Indígena,9
Alto Alegre,2010,Indígena,3
Alumínio,2010,Indígena,12
Álvares Florence,2010,Indígena,0
Álvares Machado,2010,Indígena,28
Álvaro de Carvalho,2010,Indígena,0
Alvinlândia,2010,Indígena,0
Americana,2010,Indígena,173
Américo Brasiliense,2010,Indígena,6
Américo de Campos,2010,Indígena,0
Amparo,2010,Indígena,44
Analândia,2010,Indígena,12
Andradina,2010,Indígena,28
Angatuba,2010,Indígena,60
Anhembi,2010,Indígena,7
Anhumas,2010,Indígena,4
Aparecida,2010,Indígena,16
Aparecida d'Oeste,2010,Indígena,2
Apiaí,2010,Indígena,18
Araçariguama,2010,Indígena,25
Araçatuba,2010,Indígena,97
Araçoiaba da Serra,2010,Indígena,12
Aramina,2010,Indígena,3
Arandu,2010,Indígena,2
Arapeí,2010,Indígena,0
Araraquara,2010,Indígena,209
Araras,2010,Indígena,44
Arco-Íris,2010,Indígena,164
Arealva,2010,Indígena,3
Areias,2010,Indígena,0
Areiópolis,2010,Indígena,9
Ariranha,2010,Indígena,13
Artur Nogueira,2010,Indígena,29
Arujá,2010,Indígena,77
Aspásia,2010,Indígena,0
Assis,2010,Indígena,137
Atibaia,2010,Indígena,112
Auriflama,2010,Indígena,5
Avaí,2010,Indígena,557
Avanhandava,2010,Indígena,3
Avaré,2010,Indígena,61
Bady Bassitt,2010,Indígena,22
Balbinos,2010,Indígena,1
Bálsamo,2010,Indígena,11
Bananal,2010,Indígena,8
Barão de Antonina,2010,Indígena,89
Barbosa,2010,Indígena,8
Bariri,2010,Indígena,20
Barra Bonita,2010,Indígena,24
Barra do Chapéu,2010,Indígena,2
Barra do Turvo,2010,Indígena,8
Barretos,2010,Indígena,61
Barrinha,2010,Indígena,34
Barueri,2010,Indígena,222
Bastos,2010,Indígena,33
Batatais,2010,Indígena,37
Bauru,2010,Indígena,435
Bebedouro,2010,Indígena,21
Bento de Abreu,2010,Indígena,0
Bernardino de Campos,2010,Indígena,5
Bertioga,2010,Indígena,240
Bilac,2010,Indígena,4
Birigui,2010,Indígena,70
Biritiba Mirim,2010,Indígena,33
Boa Esperança do Sul,2010,Indígena,2
Bocaina,2010,Indígena,10
Bofete,2010,Indígena,8
Boituva,2010,Indígena,60
Bom Jesus dos Perdões,2010,Indígena,3
Bom Sucesso de Itararé,2010,Indígena,2
Borá,2010,Indígena,0
Boracéia,2010,Indígena,0
Borborema,2010,Indígena,13
Borebi,2010,Indígena,6
Botucatu,2010,Indígena,93
Bragança Paulista,2010,Indígena,107
Braúna,2010,Indígena,138
Brejo Alegre,2010,Indígena,2
Brodowski,2010,Indígena,7
Brotas,2010,Indígena,11
Buri,2010,Indígena,1
Buritama,2010,Indígena,10
Buritizal,2010,Indígena,1
Cabrália Paulista,2010,Indígena,1
Cabreúva,2010,Indígena,64
Caçapava,2010,Indígena,34
Cachoeira Paulista,2010,Indígena,22
Caconde,2010,Indígena,6
Cafelândia,2010,Indígena,6
Caiabu,2010,Indígena,0
Caieiras,2010,Indígena,124
Caiuá,2010,Indígena,4
Cajamar,2010,Indígena,29
Cajati,2010,Indígena,11
Cajobi,2010,Indígena,12
Cajuru,2010,Indígena,7
Campina do Monte Alegre,2010,Indígena,10
Campinas,2010,Indígena,1043
Campo Limpo Paulista,2010,Indígena,83
Campos do Jordão,2010,Indígena,15
Campos Novos Paulista,2010,Indígena,0
Cananéia,2010,Indígena,113
Canas,2010,Indígena,3
Cândido Mota,2010,Indígena,18
Cândido Rodrigues,2010,Indígena,5
Canitar,2010,Indígena,1
Capão Bonito,2010,Indígena,50
Capela do Alto,2010,Indígena,17
Capivari,2010,Indígena,20
Caraguatatuba,2010,Indígena,99
Carapicuíba,2010,Indígena,375
Cardoso,2010,Indígena,2
Casa Branca,2010,Indígena,21
Cássia dos Coqueiros,2010,Indígena,0
Castilho,2010,Indígena,12
Catanduva,2010,Indígena,97
Catiguá,2010,Indígena,1
Cedral,2010,Indígena,3
Cerqueira César,2010,Indígena,6
Cerquilho,2010,Indígena,29
Cesário Lange,2010,Indígena,4
Charqueada,2010,Indígena,15
Clementina,2010,Indígena,6
Colina,2010,Indígena,34
Colômbia,2010,Indígena,7
Conchal,2010,Indígena,6
Conchas,2010,Indígena,18
Cordeirópolis,2010,Indígena,15
Coroados,2010,Indígena,5
Coronel Macedo,2010,Indígena,9
Corumbataí,2010,Indígena,1
Cosmópolis,2010,Indígena,57
Cosmorama,2010,Indígena,11
Cotia,2010,Indígena,223
Cravinhos,2010,Indígena,19
Cristais Paulista,2010,Indígena,18
Cruzália,2010,Indígena,6
Cruzeiro,2010,Indígena,22
Cubatão,2010,Indígena,246
Cunha,2010,Indígena,12
Descalvado,2010,Indígena,21
Diadema,2010,Indígena,312
Dirce Reis,2010,Indígena,0
Divinolândia,2010,Indígena,2
Dobrada,2010,Indígena,8
Dois Córregos,2010,Indígena,4
Dolcinópolis,2010,Indígena,2
Dourado,2010,Indígena,3
Dracena,2010,Indígena,25
Duartina,2010,Indígena,7
Dumont,2010,Indígena,2
Echaporã,2010,Indígena,9
Eldorado,2010,Indígena,47
Elias Fausto,2010,Indígena,7
Elisiário,2010,Indígena,1
Embaúba,2010,Indígena,3
Embu das Artes,2010,Indígena,189
Embu-Guaçu,2010,Indígena,65
Emilianópolis,2010,Indígena,2
Engenheiro Coelho,2010,Indígena,17
Espírito Santo do Pinhal,2010,Indígena,11
Espírito Santo do Turvo,2010,Indígena,7
Estrela d'Oeste,2010,Indígena,1
Estrela do Norte,2010,Indígena,0
Euclides da Cunha Paulista,2010,Indígena,3
Fartura,2010,Indígena,7
Fernandópolis,2010,Indígena,51
Fernando Prestes,2010,Indígena,4
Fernão,2010,Indígena,0
Ferraz de Vasconcelos,2010,Indígena,191
Flora Rica,2010,Indígena,6
Floreal,2010,Indígena,1
Flórida Paulista,2010,Indígena,12
Florínea,2010,Indígena,0
Franca,2010,Indígena,305
Francisco Morato,2010,Indígena,123
Franco da Rocha,2010,Indígena,164
Gabriel Monteiro,2010,Indígena,0
Gália,2010,Indígena,14
Garça,2010,Indígena,29
Gastão Vidigal,2010,Indígena,0
Gavião Peixoto,2010,Indígena,3
General Salgado,2010,Indígena,0
Getulina,2010,Indígena,3
Glicério,2010,Indígena,3
Guaiçara,2010,Indígena,1
Guaimbê,2010,Indígena,2
Guaíra,2010,Indígena,14
Guapiaçu,2010,Indígena,8
Guapiara,2010,Indígena,12
Guará,2010,Indígena,1
Guaraçaí,2010,Indígena,2
Guaraci,2010,Indígena,24
Guarani d'Oeste,2010,Indígena,0
Guarantã,2010,Indígena,8
Guararapes,2010,Indígena,41
Guararema,2010,Indígena,14
Guaratinguetá,2010,Indígena,64
Guareí,2010,Indígena,4
Guariba,2010,Indígena,13
Guarujá,2010,Indígena,481
Guarulhos,2010,Indígena,1434
Guatapará,2010,Indígena,4
Guzolândia,2010,Indígena,1
Herculândia,2010,Indígena,16
Holambra,2010,Indígena,15
Hortolândia,2010,Indígena,205
Iacanga,2010,Indígena,6
Iacri,2010,Indígena,3
Iaras,2010,Indígena,5
Ibaté,2010,Indígena,21
Ibirá,2010,Indígena,1
Ibirarema,2010,Indígena,1
Ibitinga,2010,Indígena,19
Ibiúna,2010,Indígena,63
Icém,2010,Indígena,10
Iepê,2010,Indígena,3
Igaraçu do Tietê,2010,Indígena,15
Igarapava,2010,Indígena,13
Igaratá,2010,Indígena,1
Iguape,2010,Indígena,130
Ilhabela,2010,Indígena,69
Ilha Comprida,2010,Indígena,3
Ilha Solteira,2010,Indígena,53
Indaiatuba,2010,Indígena,170
Indiana,2010,Indígena,2
Indiaporã,2010,Indígena,1
Inúbia Paulista,2010,Indígena,0
Ipaussu,2010,Indígena,16
Iperó,2010,Indígena,17
Ipeúna,2010,Indígena,10
Ipiguá,2010,Indígena,4
Iporanga,2010,Indígena,5
Ipuã,2010,Indígena,8
Iracemápolis,2010,Indígena,16
Irapuã,2010,Indígena,0
Irapuru,2010,Indígena,2
Itaberá,2010,Indígena,16
Itaí,2010,Indígena,17
Itajobi,2010,Indígena,1
Itaju,2010,Indígena,0
Itanhaém,2010,Indígena,306
Itaoca,2010,Indígena,1
Itapecerica da Serra,2010,Indígena,199
Itapetininga,2010,Indígena,96
Itapeva,2010,Indígena,89
Itapevi,2010,Indígena,119
Itapira,2010,Indígena,33
Itapirapuã Paulista,2010,Indígena,0
Itápolis,2010,Indígena,31
Itaporanga,2010,Indígena,45
Itapuí,2010,Indígena,4
Itapura,2010,Indígena,7
Itaquaquecetuba,2010,Indígena,202
Itararé,2010,Indígena,28
Itariri,2010,Indígena,90
Itatiba,2010,Indígena,61
Itatinga,2010,Indígena,16
Itirapina,2010,Indígena,17
Itirapuã,2010,Indígena,2
Itobi,2010,Indígena,1
Itu,2010,Indígena,92
Itupeva,2010,Indígena,28
Ituverava,2010,Indígena,21
Jaborandi,2010,Indígena,4
Jaboticabal,2010,Indígena,57
Jacareí,2010,Indígena,139
Jaci,2010,Indígena,4
Jacupiranga,2010,Indígena,16
Jaguariúna,2010,Indígena,50
Jales,2010,Indígena,32
Jambeiro,2010,Indígena,1
Jandira,2010,Indígena,108
Jardinópolis,2010,Indígena,23
Jarinu,2010,Indígena,19
Jaú,2010,Indígena,53
Jeriquara,2010,Indígena,10
Joanópolis,2010,Indígena,6
João Ramalho,2010,Indígena,0
José Bonifácio,2010,Indígena,10
Júlio Mesquita,2010,Indígena,0
Jumirim,2010,Indígena,6
Jundiaí,2010,Indígena,254
Junqueirópolis,2010,Indígena,9
Juquiá,2010,Indígena,23
Juquitiba,2010,Indígena,36
Lagoinha,2010,Indígena,9
Laranjal Paulista,2010,Indígena,17
Lavínia,2010,Indígena,2
Lavrinhas,2010,Indígena,0
Leme,2010,Indígena,34
Lençóis Paulista,2010,Indígena,26
Limeira,2010,Indígena,189
Lindóia,2010,Indígena,19
Lins,2010,Indígena,17
Lorena,2010,Indígena,47
Lourdes,2010,Indígena,2
Louveira,2010,Indígena,14
Lucélia,2010,Indígena,6
Lucianópolis,2010,Indígena,0
Luís Antônio,2010,Indígena,3
Luiziânia,2010,Indígena,5
Lupércio,2010,Indígena,8
Lutécia,2010,Indígena,1
Macatuba,2010,Indígena,21
Macaubal,2010,Indígena,0
Macedônia,2010,Indígena,4
Magda,2010,Indígena,3
Mairinque,2010,Indígena,40
Mairiporã,2010,Indígena,55
Manduri,2010,Indígena,5
Marabá Paulista,2010,Indígena,3
Maracaí,2010,Indígena,29
Marapoama,2010,Indígena,0
Mariápolis,2010,Indígena,2
Marília,2010,Indígena,240
Marinópolis,2010,Indígena,0
Martinópolis,2010,Indígena,9
Matão,2010,Indígena,57
Mauá,2010,Indígena,448
Mendonça,2010,Indígena,1
Meridiano,2010,Indígena,0
Mesópolis,2010,Indígena,0
Miguelópolis,2010,Indígena,6
Mineiros do Tietê,2010,Indígena,0
Miracatu,2010,Indígena,177
Mira Estrela,2010,Indígena,4
Mirandópolis,2010,Indígena,6
Mirante do Paranapanema,2010,Indígena,17
Mirassol,2010,Indígena,31
Mirassolândia,2010,Indígena,3
Mococa,2010,Indígena,15
Mogi das Cruzes,2010,Indígena,361
Mogi Guaçu,2010,Indígena,71
Mogi Mirim,2010,Indígena,108
Mombuca,2010,Indígena,2
Monções,2010,Indígena,0
Mongaguá,2010,Indígena,332
Monte Alegre do Sul,2010,Indígena,3
Monte Alto,2010,Indígena,16
Monte Aprazível,2010,Indígena,5
Monte Azul Paulista,2010,Indígena,10
Monte Castelo,2010,Indígena,8
Monteiro Lobato,2010,Indígena,3
Monte Mor,2010,Indígena,33
Morro Agudo,2010,Indígena,25
Morungaba,2010,Indígena,6
Motuca,2010,Indígena,0
Murutinga do Sul,2010,Indígena,0
Nantes,2010,Indígena,1
Narandiba,2010,Indígena,8
Natividade da Serra,2010,Indígena,8
Nazaré Paulista,2010,Indígena,11
Neves Paulista,2010,Indígena,0
Nhandeara,2010,Indígena,1
Nipoã,2010,Indígena,0
Nova Aliança,2010,Indígena,0
Nova Campina,2010,Indígena,3
Nova Canaã Paulista,2010,Indígena,3
Nova Castilho,2010,Indígena,0
Nova Europa,2010,Indígena,3
Nova Granada,2010,Indígena,0
Nova Guataporanga,2010,Indígena,3
Nova Independência,2010,Indígena,0
Novais,2010,Indígena,1
Nova Luzitânia,2010,Indígena,5
Nova Odessa,2010,Indígena,48
Novo Horizonte,2010,Indígena,21
Nuporanga,2010,Indígena,0
Ocauçu,2010,Indígena,0
Óleo,2010,Indígena,0
Olímpia,2010,Indígena,21
Onda Verde,2010,Indígena,4
Oriente,2010,Indígena,2
Orindiúva,2010,Indígena,10
Orlândia,2010,Indígena,22
Osasco,2010,Indígena,537
Oscar Bressane,2010,Indígena,4
Osvaldo Cruz,2010,Indígena,13
Ourinhos,2010,Indígena,108
Ouroeste,2010,Indígena,3
Ouro Verde,2010,Indígena,7
Pacaembu,2010,Indígena,0
Palestina,2010,Indígena,7
Palmares Paulista,2010,Indígena,2
Palmeira d'Oeste,2010,Indígena,0
