municipio,ano,cor,populacao
Holambra,2022,Total,15094
Hortolândia,2022,Total,236641
Iacanga,2022,Total,10437
Iacri,2022,Total,6131
Iaras,2022,Total,8010
Ibaté,2022,Total,32178
Ibirá,2022,Total,11690
Ibirarema,2022,Total,6385
Ibitinga,2022,Total,60033
Ibiúna,2022,Total,75605
Icém,2022,Total,7819
Iepê,2022,Total,7619
Igaraçu do Tietê,2022,Total,23106
Igarapava,2022,Total,26212
Igaratá,2022,Total,10605
Iguape,2022,Total,29115
Ilhabela,2022,Total,34934
Ilha Comprida,2022,Total,13419
Ilha Solteira,2022,Total,25549
Indaiatuba,2022,Total,255748
Indiana,2022,Total,5090
Indiaporã,2022,Total,4035
Inúbia Paulista,2022,Total,3615
Ipaussu,2022,Total,13712
Iperó,2022,Total,36459
Ipeúna,2022,Total,6831
Ipiguá,2022,Total,6761
Iporanga,2022,Total,4046
Ipuã,2022,Total,14454
Iracemápolis,2022,Total,21967
Irapuã,2022,Total,6867
Irapuru,2022,Total,7085
Itaberá,2022,Total,17983
Itaí,2022,Total,25180
Itajobi,2022,Total,16989
Itaju,2022,Total,3618
Itanhaém,2022,Total,112476
Itaoca,2022,Total,3422
Itapecerica da Serra,2022,Total,158522
Itapetininga,2022,Total,157790
Itapeva,2022,Total,89728
Itapevi,2022,Total,232297
Itapira,2022,Total,72022
Itapirapuã Paulista,2022,Total,4306
Itápolis,2022,Total,39493
Itaporanga,2022,Total,14085
Itapuí,2022,Total,13659
Itapura,2022,Total,3979
Itaquaquecetuba,2022,Total,369275
Itararé,2022,Total,44438
Itariri,2022,Total,15528
Itatiba,2022,Total,121590
Itatinga,2022,Total,19070
Itirapina,2022,Total,16148
Itirapuã,2022,Total,5779
Itobi,2022,Total,8046
Itu,2022,Total,168240
Itupeva,2022,Total,70616
Ituverava,2022,Total,37571
Jaborandi,2022,Total,6221
Jaboticabal,2022,Total,71821
Jacareí,2022,Total,240275
Jaci,2022,Total,7613
Jacupiranga,2022,Total,16097
Jaguariúna,2022,Total,59347
Jales,2022,Total,48776
Jambeiro,2022,Total,6397
Jandira,2022,Total,118045
Jardinópolis,2022,Total,45282
Jarinu,2022,Total,37535
Jaú,2022,Total,133497
Jeriquara,2022,Total,3863
Joanópolis,2022,Total,12815
João Ramalho,2022,Total,4371
José Bonifácio,2022,Total,36633
Júlio Mesquita,2022,Total,4254
Jumirim,2022,Total,3056
Jundiaí,2022,Total,443221
Junqueirópolis,2022,Total,20448
Juquiá,2022,Total,17154
Juquitiba,2022,Total,27404
Lagoinha,2022,Total,5083
Laranjal Paulista,2022,Total,26261
Lavínia,2022,Total,9689
Lavrinhas,2022,Total,7171
Leme,2022,Total,98161
Lençóis Paulista,2022,Total,66505
Limeira,2022,Total,291869
Lindóia,2022,Total,7014
Lins,2022,Total,74779
Lorena,2022,Total,84855
Lourdes,2022,Total,1950
Louveira,2022,Total,51847
Lucélia,2022,Total,20061
Lucianópolis,2022,Total,2372
Luís Antônio,2022,Total,12265
Luiziânia,2022,Total,4701
Lupércio,2022,Total,3981
Lutécia,2022,Total,2661
Macatuba,2022,Total,16829
Macaubal,2022,Total,7481
Macedônia,2022,Total,3963
Magda,2022,Total,3165
Mairinque,2022,Total,50027
Mairiporã,2022,Total,93853
Manduri,2022,Total,9871
Marabá Paulista,2022,Total,4573
Maracaí,2022,Total,12673
Marapoama,2022,Total,3292
Mariápolis,2022,Total,3513
Marília,2022,Total,237627
Marinópolis,2022,Total,1860
Martinópolis,2022,Total,24881
Matão,2022,Total,79033
Mauá,2022,Total,418261
Mendonça,2022,Total,6159
Meridiano,2022,Total,4572
Mesópolis,2022,Total,1952
Miguelópolis,2022,Total,19441
Mineiros do Tietê,2022,Total,11230
Miracatu,2022,Total,18553
Mira Estrela,2022,Total,3126
Mirandópolis,2022,Total,27983
Mirante do Paranapanema,2022,Total,15917
Mirassol,2022,Total,63337
Mirassolândia,2022,Total,4669
Mococa,2022,Total,67681
Mogi das Cruzes,2022,Total,451505
Mogi Guaçu,2022,Total,153658
Mogi Mirim,2022,Total,92558
Mombuca,2022,Total,3722
Monções,2022,Total,1937
Mongaguá,2022,Total,61951
Monte Alegre do Sul,2022,Total,8627
Monte Alto,2022,Total,47574
Monte Aprazível,2022,Total,22280
Monte Azul Paulista,2022,Total,18151
Monte Castelo,2022,Total,4222
Monteiro Lobato,2022,Total,4138
Monte Mor,2022,Total,64662
Morro Agudo,2022,Total,27933
Morungaba,2022,Total,13720
Motuca,2022,Total,4034
Murutinga do Sul,2022,Total,3737
Nantes,2022,Total,2660
Narandiba,2022,Total,5713
Natividade da Serra,2022,Total,6999
Nazaré Paulista,2022,Total,18217
Neves Paulista,2022,Total,9699
Nhandeara,2022,Total,9852
Nipoã,2022,Total,4750
Nova Aliança,2022,Total,6693
Nova Campina,2022,Total,8497
Nova Canaã Paulista,2022,Total,2032
Nova Castilho,2022,Total,1062
Nova Europa,2022,Total,9311
Nova Granada,2022,Total,19419
Nova Guataporanga,2022,Total,2156
Nova Independência,2022,Total,4609
Novais,2022,Total,4412
Nova Luzitânia,2022,Total,2837
Nova Odessa,2022,Total,62019
Novo Horizonte,2022,Total,38324
Nuporanga,2022,Total,7391
Ocauçu,2022,Total,4331
Óleo,2022,Total,2512
Olímpia,2022,Total,55074
Onda Verde,2022,Total,4771
Oriente,2022,Total,6085
Orindiúva,2022,Total,6024
Orlândia,2022,Total,38319
Osasco,2022,Total,728615
Oscar Bressane,2022,Total,2470
Osvaldo Cruz,2022,Total,31272
Ourinhos,2022,Total,103970
Ouroeste,2022,Total,10294
Ouro Verde,2022,Total,7779
Pacaembu,2022,Total,14877
Palestina,2022,Total,11476
Palmares Paulista,2022,Total,9650
Palmeira d'Oeste,2022,Total,8903
Palmital,2022,Total,19594
Panorama,2022,Total,14964
Paraguaçu Paulista,2022,Total,41120
Paraibuna,2022,Total,17667
Paraíso,2022,Total,6099
Paranapanema,2022,Total,19395
Paranapuã,2022,Total,4031
Parapuã,2022,Total,10580
Pardinho,2022,Total,7153
Pariquera-Açu,2022,Total,19233
Parisi,2022,Total,2892
Patrocínio Paulista,2022,Total,14512
Paulicéia,2022,Total,7955
Paulínia,2022,Total,110537
Paulistânia,2022,Total,2090
Paulo de Faria,2022,Total,7400
Pederneiras,2022,Total,44827
Pedra Bela,2022,Total,6557
Pedranópolis,2022,Total,2787
Pedregulho,2022,Total,15525
Pedreira,2022,Total,43112
Pedrinhas Paulista,2022,Total,2804
Pedro de Toledo,2022,Total,11281
Penápolis,2022,Total,61679
Pereira Barreto,2022,Total,24095
Pereiras,2022,Total,8737
Peruíbe,2022,Total,68352
Piacatu,2022,Total,5519
Piedade,2022,Total,52970
Pilar do Sul,2022,Total,27619
Pindamonhangaba,2022,Total,165428
Pindorama,2022,Total,14542
Pinhalzinho,2022,Total,15224
Piquerobi,2022,Total,3264
Piquete,2022,Total,12490
Piracaia,2022,Total,26029
Piracicaba,2022,Total,423323
Piraju,2022,Total,29436
Pirajuí,2022,Total,22431
Pirangi,2022,Total,10885
Pirapora do Bom Jesus,2022,Total,18370
Pirapozinho,2022,Total,25348
Pirassununga,2022,Total,73545
Piratininga,2022,Total,15108
Pitangueiras,2022,Total,33674
Planalto,2022,Total,4389
Platina,2022,Total,3025
Poá,2022,Total,103765
Poloni,2022,Total,5592
Pompéia,2022,Total,20196
Pongaí,2022,Total,3395
Pontal,2022,Total,37607
Pontalinda,2022,Total,4127
Pontes Gestal,2022,Total,2387
Populina,2022,Total,4127
Porangaba,2022,Total,10451
Porto Feliz,2022,Total,56497
Porto Ferreira,2022,Total,52649
Potim,2022,Total,20392
Potirendaba,2022,Total,18496
Pracinha,2022,Total,2578
Pradópolis,2022,Total,17078
Praia Grande,2022,Total,349935
Pratânia,2022,Total,5126
Presidente Alves,2022,Total,3804
Presidente Bernardes,2022,Total,14490
Presidente Epitácio,2022,Total,39505
Presidente Prudente,2022,Total,225668
Presidente Venceslau,2022,Total,35201
Promissão,2022,Total,35131
Quadra,2022,Total,3405
Quatá,2022,Total,13163
Queiroz,2022,Total,3265
Queluz,2022,Total,9159
Quintana,2022,Total,7038
Rafard,2022,Total,8965
Rancharia,2022,Total,28588
Redenção da Serra,2022,Total,4494
Regente Feijó,2022,Total,20145
Reginópolis,2022,Total,7662
Registro,2022,Total,59947
Restinga,2022,Total,6404
Ribeira,2022,Total,3132
Ribeirão Bonito,2022,Total,10989
Ribeirão Branco,2022,Total,18627
Ribeirão Corrente,2022,Total,4608
Ribeirão do Sul,2022,Total,4677
Ribeirão dos Índios,2022,Total,2025
Ribeirão Grande,2022,Total,7450
Ribeirão Pires,2022,Total,115559
Ribeirão Preto,2022,Total,698642
Riversul,2022,Total,5599
Rifaina,2022,Total,4049
Rincão,2022,Total,9098
Rinópolis,2022,Total,9259
Rio Claro,2022,Total,201418
Rio das Pedras,2022,Total,31328
Rio Grande da Serra,2022,Total,44170
Riolândia,2022,Total,10309
Rosana,2022,Total,17440
Roseira,2022,Total,10832
Rubiácea,2022,Total,2700
Rubinéia,2022,Total,3833
Sabino,2022,Total,5112
Sagres,2022,Total,2474
Sales,2022,Total,6437
Sales Oliveira,2022,Total,11411
Salesópolis,2022,Total,15202
Salmourão,2022,Total,4808
Saltinho,2022,Total,8161
Salto,2022,Total,134319
Salto de Pirapora,2022,Total,43748
Salto Grande,2022,Total,9050
Sandovalina,2022,Total,3645
Santa Adélia,2022,Total,14018
Santa Albertina,2022,Total,6393
Santa Bárbara d'Oeste,2022,Total,183347
Santa Branca,2022,Total,13975
Santa Clara d'Oeste,2022,Total,2598
Santa Cruz da Conceição,2022,Total,4277
Santa Cruz da Esperança,2022,Total,2116
Santa Cruz das Palmeiras,2022,Total,28864
Santa Cruz do Rio Pardo,2022,Total,46442
Santa Ernestina,2022,Total,6118
Santa Fé do Sul,2022,Total,34794
Santa Gertrudes,2022,Total,23611
Santa Isabel,2022,Total,53174
Santa Lúcia,2022,Total,7149
Santa Maria da Serra,2022,Total,5243
Santa Mercedes,2022,Total,2956
Santana da Ponte Pensa,2022,Total,1670
Santana de Parnaíba,2022,Total,154105
Santa Rita d'Oeste,2022,Total,2733
Santa Rita do Passa Quatro,2022,Total,24833
Santa Rosa de Viterbo,2022,Total,23411
Santa Salete,2022,Total,1645
Santo Anastácio,2022,Total,17963
Santo André,2022,Total,748919
Santo Antônio da Alegria,2022,Total,6775
Santo Antônio de Posse,2022,Total,23244
Santo Antônio do Aracanguá,2022,Total,8379
Santo Antônio do Jardim,2022,Total,6126
Santo Antônio do Pinhal,2022,Total,7133
Santo Expedito,2022,Total,3000
Santópolis do Aguapeí,2022,Total,3899
Santos,2022,Total,418608
São Bento do Sapucaí,2022,Total,11674
São Bernardo do Campo,2022,Total,810729
São Caetano do Sul,2022,Total,165655
São Carlos,2022,Total,254857
São Francisco,2022,Total,2602
São João da Boa Vista,2022,Total,92547
São João das Duas Pontes,2022,Total,2580
São João de Iracema,2022,Total,1846
São João do Pau d'Alho,2022,Total,2242
São Joaquim da Barra,2022,Total,48558
São José da Bela Vista,2022,Total,7626
São José do Barreiro,2022,Total,3853
São José do Rio Pardo,2022,Total,52205
São José do Rio Preto,2022,Total,480393
São José dos Campos,2022,Total,697054
São Lourenço da Serra,2022,Total,16067
São Luiz do Paraitinga,2022,Total,10337
São Manuel,2022,Total,37289
São Miguel Arcanjo,2022,Total,32039
São Paulo,2022,Total,11451999
São Pedro,2022,Total,38256
São Pedro do Turvo,2022,Total,7217
São Roque,2022,Total,79484
São Sebastião,2022,Total,81595
São Sebastião da Grama,2022,Total,10441
São Simão,2022,Total,13442
São Vicente,2022,Total,329911
Sarapuí,2022,Total,10369
Sarutaiá,2022,Total,3704
Sebastianópolis do Sul,2022,Total,3130
Serra Azul,2022,Total,12746
Serrana,2022,Total,43909
Serra Negra,2022,Total,29894
Sertãozinho,2022,Total,126887
Sete Barras,2022,Total,12730
Severínia,2022,Total,14576
Silveiras,2022,Total,6186
Socorro,2022,Total,40122
Sorocaba,2022,Total,723682
Sud Mennucci,2022,Total,7355
Sumaré,2022,Total,279545
Suzano,2022,Total,307429
Suzanápolis,2022,Total,3408
Tabapuã,2022,Total,11323
Tabatinga,2022,Total,14769
Taboão da Serra,2022,Total,273542
Taciba,2022,Total,6260
Taguaí,2022,Total,12669
Taiaçu,2022,Total,5677
Taiúva,2022,Total,6548
Tambaú,2022,Total,21435
Tanabi,2022,Total,25265
Tapiraí,2022,Total,7996
Tapiratiba,2022,Total,11816
Taquaral,2022,Total,2619
Taquaritinga,2022,Total,52260
Taquarituba,2022,Total,24350
Taquarivaí,2022,Total,6876
Tarabai,2022,Total,6536
Tarumã,2022,Total,14882
Tatuí,2022,Total,123942
Taubaté,2022,Total,310739
Tejupá,2022,Total,4127
Teodoro Sampaio,2022,Total,22173
Terra Roxa,2022,Total,7904
Tietê,2022,Total,37663
Timburi,2022,Total,2464
Torre de Pedra,2022,Total,2046
Torrinha,2022,Total,9335
Trabiju,2022,Total,1682
Tremembé,2022,Total,51173
Três Fronteiras,2022,Total,6804
Tuiuti,2022,Total,6778
Tupã,2022,Total,63928
Tupi Paulista,2022,Total,15854
Turiúba,2022,Total,1818
Turmalina,2022,Total,1669
Ubarana,2022,Total,5365
Ubatuba,2022,Total,92981
Ubirajara,2022,Total,5132
Uchoa,2022,Total,10394
União Paulista,2022,Total,1603
Urânia,2022,Total,8833
Uru,2022,Total,1387
Urupês,2022,Total,13744
Valentim Gentil,2022,Total,14098
Valinhos,2022,Total,126373
Valparaíso,2022,Total,24241
Vargem,2022,Total,10512
Vargem Grande do Sul,2022,Total,40133
Vargem Grande Paulista,2022,Total,50415
Várzea Paulista,2022,Total,115771
Vera Cruz,2022,Total,10176
Vinhedo,2022,Total,76540
Viradouro,2022,Total,17414
Vista Alegre do Alto,2022,Total,8109
Vitória Brasil,2022,Total,1794
Votorantim,2022,Total,127923
Votuporanga,2022,Total,96634
Zacarias,2022,Total,2692
Chavantes,2022,Total,12211
Estiva Gerbi,2022,Total,11295
Adamantina,2010,Branca,24625
Adolfo,2010,Branca,2876
Aguaí,2010,Branca,22025
Águas da Prata,2010,Branca,5735
Águas de Lindóia,2010,Branca,14484
Águas de Santa Bárbara,2010,Branca,4196
Águas de São Pedro,2010,Branca,2361
Agudos,2010,Branca,22227
Alambari,2010,Branca,3537
Alfredo Marcondes,2010,Branca,2481
Altair,2010,Branca,2021
Altinópolis,2010,Branca,10569
Alto Alegre,2010,Branca,2949
Alumínio,2010,Branca,9811
Álvares Florence,2010,Branca,3053
Álvares Machado,2010,Branca,13447
Álvaro de Carvalho,2010,Branca,2094
Alvinlândia,2010,Branca,1806
Americana,2010,Branca,166098
Américo Brasiliense,2010,Branca,19195
Américo de Campos,2010,Branca,4518
Amparo,2010,Branca,52301
Analândia,2010,Branca,3045
Andradina,2010,Branca,32694
Angatuba,2010,Branca,17938
Anhembi,2010,Branca,4024
Anhumas,2010,Branca,2230
Aparecida,2010,Branca,24419
Aparecida d'Oeste,2010,Branca,3243
Apiaí,2010,Branca,12001
Araçariguama,2010,Branca,9637
Araçatuba,2010,Branca,118223
Araçoiaba da Serra,2010,Branca,20930
Aramina,2010,Branca,2889
Arandu,2010,Branca,3755
Arapeí,2010,Branca,1462
Araraquara,2010,Branca,148766
Araras,2010,Branca,86755
Arco-Íris,2010,Branca,1074
Arealva,2010,Branca,5982
Areias,2010,Branca,1998
Areiópolis,2010,Branca,6282
Ariranha,2010,Branca,6347
Artur Nogueira,2010,Branca,29380
Arujá,2010,Branca,42729
Aspásia,2010,Branca,1224
Assis,2010,Branca,72204
Atibaia,2010,Branca,89898
Auriflama,2010,Branca,10428
Avaí,2010,Branca,3025
Avanhandava,2010,Branca,6122
Avaré,2010,Branca,62119
Bady Bassitt,2010,Branca,11072
Balbinos,2010,Branca,1932
Bálsamo,2010,Branca,6479
Bananal,2010,Branca,5400
Barão de Antonina,2010,Branca,2318
Barbosa,2010,Branca,3494
Bariri,2010,Branca,25303
Barra Bonita,2010,Branca,26571
Barra do Chapéu,2010,Branca,2198
Barra do Turvo,2010,Branca,2981
Barretos,2010,Branca,72823
Barrinha,2010,Branca,11852
Barueri,2010,Branca,127485
Bastos,2010,Branca,9586
Batatais,2010,Branca,41472
Bauru,2010,Branca,243028
Bebedouro,2010,Branca,52941
Bento de Abreu,2010,Branca,1283
Bernardino de Campos,2010,Branca,8729
Bertioga,2010,Branca,22392
Bilac,2010,Branca,4962
Birigui,2010,Branca,77009
Biritiba Mirim,2010,Branca,17895
Boa Esperança do Sul,2010,Branca,8319
Bocaina,2010,Branca,7909
Bofete,2010,Branca,6968
Boituva,2010,Branca,33586
Bom Jesus dos Perdões,2010,Branca,14743
Bom Sucesso de Itararé,2010,Branca,2310
Borá,2010,Branca,473
Boracéia,2010,Branca,3215
Borborema,2010,Branca,11331
Borebi,2010,Branca,1436
Botucatu,2010,Branca,98000
Bragança Paulista,2010,Branca,114915
Braúna,2010,Branca,3100
Brejo Alegre,2010,Branca,1231
Brodowski,2010,Branca,15895
Brotas,2010,Branca,15384
Buri,2010,Branca,13928
Buritama,2010,Branca,10587
Buritizal,2010,Branca,2822
Cabrália Paulista,2010,Branca,2934
Cabreúva,2010,Branca,25300
Caçapava,2010,Branca,60524
Cachoeira Paulista,2010,Branca,20644
Caconde,2010,Branca,13260
Cafelândia,2010,Branca,10709
Caiabu,2010,Branca,2237
Caieiras,2010,Branca,52631
Caiuá,2010,Branca,2397
Cajamar,2010,Branca,34670
Cajati,2010,Branca,14782
Cajobi,2010,Branca,6752
Cajuru,2010,Branca,16915
Campina do Monte Alegre,2010,Branca,3937
Campinas,2010,Branca,716386
Campo Limpo Paulista,2010,Branca,48283
Campos do Jordão,2010,Branca,38815
Campos Novos Paulista,2010,Branca,3267
Cananéia,2010,Branca,7325
Canas,2010,Branca,2501
Cândido Mota,2010,Branca,22893
Cândido Rodrigues,2010,Branca,2233
Canitar,2010,Branca,2444
Capão Bonito,2010,Branca,33259
Capela do Alto,2010,Branca,12995
Capivari,2010,Branca,32812
Caraguatatuba,2010,Branca,66805
Carapicuíba,2010,Branca,191196
Cardoso,2010,Branca,6952
Casa Branca,2010,Branca,19997
Cássia dos Coqueiros,2010,Branca,1992
Castilho,2010,Branca,9511
Catanduva,2010,Branca,86287
Catiguá,2010,Branca,4739
Cedral,2010,Branca,6755
Cerqueira César,2010,Branca,13692
Cerquilho,2010,Branca,31413
Cesário Lange,2010,Branca,11896
Charqueada,2010,Branca,10919
Clementina,2010,Branca,4066
Colina,2010,Branca,10634
Colômbia,2010,Branca,2885
Conchal,2010,Branca,16282
Conchas,2010,Branca,13521
Cordeirópolis,2010,Branca,15415
Coroados,2010,Branca,3680
Coronel Macedo,2010,Branca,3562
Corumbataí,2010,Branca,2838
Cosmópolis,2010,Branca,34055
Cosmorama,2010,Branca,5702
Cotia,2010,Branca,115652
Cravinhos,2010,Branca,21906
Cristais Paulista,2010,Branca,4797
Cruzália,2010,Branca,1646
Cruzeiro,2010,Branca,56552
Cubatão,2010,Branca,50527
Cunha,2010,Branca,15462
Descalvado,2010,Branca,23785
Diadema,2010,Branca,190020
Dirce Reis,2010,Branca,1134
Divinolândia,2010,Branca,8987
Dobrada,2010,Branca,3914
Dois Córregos,2010,Branca,18384
Dolcinópolis,2010,Branca,1486
Dourado,2010,Branca,6856
Dracena,2010,Branca,30196
Duartina,2010,Branca,8279
Dumont,2010,Branca,5510
Echaporã,2010,Branca,3901
Eldorado,2010,Branca,6232
Elias Fausto,2010,Branca,10619
Elisiário,2010,Branca,2411
Embaúba,2010,Branca,1620
Embu das Artes,2010,Branca,107080
Embu-Guaçu,2010,Branca,35866
Emilianópolis,2010,Branca,1758
Engenheiro Coelho,2010,Branca,8202
Espírito Santo do Pinhal,2010,Branca,33832
Espírito Santo do Turvo,2010,Branca,2739
Estrela d'Oeste,2010,Branca,6334
Estrela do Norte,2010,Branca,1356
Euclides da Cunha Paulista,2010,Branca,3675
Fartura,2010,Branca,12859
Fernandópolis,2010,Branca,49588
Fernando Prestes,2010,Branca,4539
Fernão,2010,Branca,1030
Ferraz de Vasconcelos,2010,Branca,80818
Flora Rica,2010,Branca,921
Floreal,2010,Branca,2423
Flórida Paulista,2010,Branca,7502
Florínea,2010,Branca,2055
Franca,2010,Branca,221684
Francisco Morato,2010,Branca,66344
Franco da Rocha,2010,Branca,68173
Gabriel Monteiro,2010,Branca,1868
Gália,2010,Branca,4382
Garça,2010,Branca,26470
Gastão Vidigal,2010,Branca,2486
Gavião Peixoto,2010,Branca,2577
General Salgado,2010,Branca,7256
Getulina,2010,Branca,6035
Glicério,2010,Branca,2934
Guaiçara,2010,Branca,6131
Guaimbê,2010,Branca,2531
Guaíra,2010,Branca,23446
Guapiaçu,2010,Branca,12551
Guapiara,2010,Branca,9990
Guará,2010,Branca,9973
Guaraçaí,2010,Branca,4999
Guaraci,2010,Branca,5930
Guarani d'Oeste,2010,Branca,1440
Guarantã,2010,Branca,3670
Guararapes,2010,Branca,18175
Guararema,2010,Branca,17849
Guaratinguetá,2010,Branca,78622
Guareí,2010,Branca,11053
Guariba,2010,Branca,16959
Guarujá,2010,Branca,136746
Guarulhos,2010,Branca,653565
Guatapará,2010,Branca,3817
Guzolândia,2010,Branca,2778
Herculândia,2010,Branca,4643
Holambra,2010,Branca,7679
Hortolândia,2010,Branca,103517
